token,sentiment,polarity
gracious,0.6,1
gradual,0.2,1
graft,0,0
grail,0.3,1
grandeur,0.4,1
grandiose,0.3,1
grant,0.35,1
grantors,0.05,1
grapple,-0.3,-1
grasp,0.35,1
grateful,0.65,1
gratify,0.5,1
gratitude,0.55,1
gratuitous,-0.05,-1
gratuitously,0.55,1
grave,-0.8,-1
gravitate,0.6,1
gravity,0,0
gray,0,0
grease,0,0
great,0.7,1
greatly,0.75,1
greatness,0.7,1
greed,-0.45,-1
greedy,-0.8,-1
greet,0.2,1
gridlock,-0.35,-1
grief,-0.5,-1
grievance,-0.4,-1
grieving,-0.7,-1
grievous,-0.45,-1
grim,-0.35,-1
grind,-0.05,-1
grip,0,0
gripe,-0.4,-1
gripping,0.2,1
grisly,-0.8,-1
grit,0.35,1
gritty,-0.4,-1
groan,-0.25,-1
groom,0.2,1
groove,0.5,1
groovy,0.55,1
grope,0,0
grossly,-0.2,-1
groundless,-0.35,-1
group,0,0
grove,0,0
grubby,-0.5,-1
grudging,-0.3,-1
grueling,-0.6,-1
gruesome,-0.8,-1
grumble,-0.5,-1
grungy,-0.4,-1
guaranteed,0.75,1
guard,0.5,1
guide,0.25,1
guideline,0.2,1
guilt,-0.45,-1
guilty,-0.5,-1
gullible,-0.55,-1
gush,0,0
gutsy,0.1,1
guzzling,-0.3,-1
gyrate,0,0
haggle,-0.1,-1
hail,0.4,1
halt,-0.3,-1
hammer,-0.3,-1
hamper,-0.6,-1
hand,0,0
handcuff,-0.35,-1
handicap,-0.6,-1
handicapped,-0.45,-1
handling,0,0
handsome,0.8,1
hangover,-0.5,-1
haphazard,-0.6,-1
hapless,-0.35,-1
happen,0,0
happily,0.6,1
happiness,0.7,1
happy,0.5,1
harass,-0.45,-1
harassment,-0.7,-1
harbinger,-0.1,-1
hard,-0.225,-1
hard time,-0.8,-1
hardball,-0.4,-1
harden,-0.4,-1
harder,-0.35,-1
hardline,-0.35,-1
hardship,-0.5,-1
hardworking,0.7,1
harm,-0.6,-1
harmful,-0.7,-1
harmfully,-0.5,-1
harmless,0.5,1
harmonious,0.4,1
harmonise,0.55,1
harmonize,0.65,1
harmonized,0.65,1
harmony,0.65,1
harness,0.5,1
harrowing,-0.4,-1
harsh,-0.65,-1
harshly,-0.5,-1
harshness,-0.45,-1
harvest,0.25,1
hassle,-0.45,-1
haste,-0.15,-1
hasten,-0.05,-1
hasty,-0.35,-1
hatch,0,0
hate,-0.5,-1
haul,0.05,1
haunting,-0.45,-1
have,0,0
havoc,-0.55,-1
hawk,0,0
hawkish,-0.3,-1
hazard,-0.65,-1
hazardous,-0.55,-1
haze,-0.25,-1
hazy,-0.35,-1
head,0,0
headache,-0.6,-1
headhunter,0,0
headlong,0.1,1
headwind,-0.25,-1
heady,0,0
heal,0.5,1
healing,0.65,1
healthful,0.5,1
healthy,0.7,1
heart,0.8,1
heartbeat,0.2,1
heartbreaking,-0.5,-1
hearted,0.65,1
hearten,0.45,1
heartfelt,0.7,1
heartless,-0.65,-1
hearty,0.45,1
heating,-0.1,-1
heatwave,-0.2,-1
heave,-0.35,-1
heavenly,0.6,1
heavy,-0.2,-1
heavyweight,0,0
heck,-0.05,-1
hectic,-0.4,-1
hedging,0,0
heel,0,0
height,0.35,1
heighten,0.2,1
heightened,0.45,1
hell,-0.9,-1
hellish,-0.8,-1
helpful,0.75,1
helpless,-0.4,-1
hemorrhage,-0.6,-1
hemorrhaging,-0.8,-1
henceforth,0,0
henceforward,0,0
herald,0.05,1
hereafter,0,0
hereditaments,0,0
herein,0,0
heretofore,0,0
hero,0.9,1
heroic,0.7,1
hesitant,-0.5,-1
hesitate,-0.3,-1
hesitation,-0.3,-1
hew,0,0
heyday,0.15,1
hiatus,-0.3,-1
hibernation,-0.1,-1
hiccup,-0.3,-1
hide,-0.3,-1
hidebound,-0.3,-1
hideous,-0.55,-1
hierarchy,-0.1,-1
highflying,0.55,1
highlight,0.35,1
hijack,-0.55,-1
hijacking,-0.8,-1
hinder,-0.45,-1
hindrance,-0.4,-1
hinge,0,0
hiring,0.4,1
historical,0,0
hitch,0.2,1
hoard,-0.2,-1
hoax,-0.5,-1
hobble,-0.3,-1
hobbled,-0.3,-1
hoist,0.35,1
hold,0,0
holding,0,0
hollow,-0.4,-1
homespun,0.15,1
honest,0.75,1
honesty,0.65,1
honeymoon,0.25,1
honor,0.6,1
honorable,0.75,1
hoodwink,-0.5,-1
hoopla,0,0
hope,0.45,1
hopeful,0.45,1
hopeless,-0.7,-1
horrendous,-0.75,-1
horrible,-0.8,-1
horrific,-0.9,-1
horrified,-0.7,-1
horrifying,-0.75,-1
horror,-0.65,-1
hostage,-0.4,-1
hostile,-0.6,-1
hostility,-0.8,-1
hot,0,0
hotbed,-0.3,-1
hound,-0.2,-1
hour,0,0
household,0,0
huddle,0.3,1
huge,0.4,1
hulking,-0.05,-1
humanity,0.5,1
humble,0.45,1
humbling,0.25,1
humdrum,-0.05,-1
humiliating,-0.8,-1
humiliation,-0.75,-1
humility,0.3,1
humongous,0.65,1
humor,0.5,1
hump,-0.05,-1
hung,-0.35,-1
hunger,-0.1,-1
hungry,0,0
hunt,0,0
hurdle,-0.25,-1
hurricane,-0.65,-1
hurried,-0.3,-1
hurry,0,0
hurt,-0.45,-1
hurtle,-0.25,-1
hustle,0.25,1
hype,0.15,1
hyper,0.25,1
hyperactive,0.5,1
hypercompetitive,0,0
hyperinflation,-0.55,-1
hypocritical,-0.65,-1
hypothecate,0.1,1
hysteria,-0.35,-1
hysterical,-0.5,-1
iconic,0.6,1
idea,0.4,1
ideal,0.6,1
idealistic,0.45,1
idiosyncratic,0,0
idle,-0.15,-1
idled,-0.15,-1
idyllic,0,0
iffy,-0.35,-1
ignite,0.3,1
ignore,-0.3,-1
ill,-0.3,-1
illegal,-0.45,-1
illegality,-0.6,-1
illegally,-0.8,-1
illegible,-0.3,-1
illegitimate,-0.8,-1
illicit,-0.45,-1
illicitly,-0.55,-1
illiquid,-0.2,-1
illiquidity,-0.5,-1
illness,-0.5,-1
illogical,-0.55,-1
illuminate,0.2,1
illusion,-0.3,-1
illusory,0,0
illustrious,0.55,1
image,0,0
imaginable,0.2,1
imbalance,-0.4,-1
imbalanced,-0.55,-1
imbue,0.1,1
immateriality,-0.25,-1
immature,-0.4,-1
immense,0.25,1
imminent,0.05,1
immoral,-0.8,-1
immune,0.75,1
immunize,0.45,1
impact,0,0
impair,-0.75,-1
impairment,-0.45,-1
impartial,-0.15,-1
impasse,-0.35,-1
impassioned,0.5,1
impatient,-0.5,-1
impeachment,-0.8,-1
impeccable,0.7,1
impede,-0.4,-1
impediment,-0.4,-1
impel,-0.2,-1
impend,-0.1,-1
impenetrable,0.45,1
imperative,0.1,1
imperfect,-0.45,-1
imperfection,-0.35,-1
imperial,0.3,1
imperil,-0.4,-1
imperiled,-0.65,-1
impermissible,-0.35,-1
impersonal,-0.35,-1
impervious,0.2,1
impetus,0.25,1
impinge,-0.6,-1
implacable,-0.05,-1
impleaded,-0.3,-1
implicate,-0.3,-1
implicit,-0.25,-1
implode,-0.75,-1
implore,0.1,1
implosion,-0.75,-1
imply,0,0
importance,0.7,1
impose,-0.4,-1
imposition,-0.3,-1
impossibility,-0.5,-1
impossible,-0.3,-1
impotent,-0.55,-1
impound,-0.25,-1
impoverish,-0.1,-1
impoverished,-0.4,-1
impracticable,-0.4,-1
impractical,-0.4,-1
impracticality,-0.4,-1
imprecise,-0.5,-1
imprecision,-0.6,-1
impregnable,0.6,1
impresario,0,0
impress,0.45,1
impressed,0.65,1
impressive,0.7,1
impressively,0.65,1
imprisonment,-0.8,-1
improbability,-0.35,-1
improbable,-0.3,-1
impromptu,0,0
improper,-0.55,-1
improperly,-0.35,-1
impropriety,-0.5,-1
improve,0.55,1
improvement,0.6,1
imprudent,-0.3,-1
imprudently,-0.4,-1
impulse,0.15,1
impunity,-0.45,-1
imputed,0,0
inability,-0.45,-1
inaccessible,-0.4,-1
inaccuracy,-0.4,-1
inaccurate,-0.6,-1
inaccurately,-0.5,-1
inaction,-0.65,-1
inactivate,-0.3,-1
inactivation,-0.3,-1
inactive,-0.5,-1
inactivity,-0.5,-1
inadequacy,-0.5,-1
inadequate,-0.3,-1
inadequately,-0.5,-1
inadvertent,-0.2,-1
inadvertently,-0.2,-1
inadvisability,-0.4,-1
inadvisable,-0.55,-1
inappropriate,-0.4,-1
inappropriately,-0.45,-1
inasmuch,0,0
inattention,-0.4,-1
incapable,-0.4,-1
incapacitate,-0.8,-1
incapacity,-0.3,-1
incarcerate,-0.6,-1
incarceration,-0.75,-1
incarnation,0.2,1
incendiary,-0.55,-1
incentive,0.5,1
incentivise,0.35,1
incentivize,0.2,1
inception,0,0
incessant,-0.4,-1
incestuous,-0.65,-1
inch,0,0
inchoate,-0.15,-1
incidence,-0.4,-1
incident,-0.3,-1
incipient,0,0
incite,0.3,1
incline,0.05,1
inclined,0.2,1
include,0.2,1
inclusive,0.1,1
incompatibility,-0.4,-1
incompatible,-0.65,-1
incompetence,-0.65,-1
incompetency,-0.55,-1
incompetent,-0.8,-1
incompetently,-0.75,-1
incomplete,-0.3,-1
incompletely,-0.5,-1
incomprehensible,-0.6,-1
inconceivable,-0.4,-1
inconclusive,-0.25,-1
inconsistency,-0.45,-1
inconsistent,-0.4,-1
inconsistently,-0.5,-1
incontestability,0,0
incontestable,-0.15,-1
inconvenience,-0.4,-1
inconvenient,-0.4,-1
incorporate,0.45,1
incorrect,-0.55,-1
incorrectly,-0.35,-1
incredible,0.65,1
incredibly,0.55,1
increment,0.05,1
incriminating,-0.8,-1
incumbent,-0.1,-1
incur,0,0
incursion,-0.25,-1
indebted,-0.4,-1
indebtedness,-0.15,-1
indecency,-0.4,-1
indecent,-0.4,-1
indefatigable,0.15,1
indefeasible,0,0
indefeasibly,-0.2,-1
indefensible,-0.45,-1
indemnification,-0.45,-1
indemnify,0.05,1
indemnity,0.05,1
indeterminable,-0.35,-1
indicate,0,0
indict,-0.25,-1
indictable,-0.7,-1
indictment,-0.7,-1
indigenous,0,0
indigent,-0.3,-1
indignant,-0.4,-1
indignity,-0.7,-1
indirect,-0.15,-1
indiscriminate,0,0
indispensable,0.55,1
induce,0.15,1
inducement,0,0
indulge,0.3,1
indulgence,0.2,1
indulgent,0.25,1
industrious,0.45,1
ineffective,-0.4,-1
ineffectively,-0.65,-1
ineffectual,-0.45,-1
inefficiency,-0.5,-1
inefficient,-0.55,-1
inefficiently,-0.6,-1
inelastic,-0.15,-1
ineligibility,-0.45,-1
ineligible,-0.35,-1
inept,-0.25,-1
inequality,-0.45,-1
inequitable,-0.4,-1
inequitably,-0.5,-1
inequity,-0.6,-1
inert,-0.25,-1
inertia,0,0
inescapable,-0.1,-1
inevitable,-0.15,-1
inexact,-0.3,-1
inexhaustible,0.5,1
inexorable,-0.3,-1
inexpensive,0.25,1
inexperience,-0.35,-1
inexperienced,-0.4,-1
inexplicable,-0.35,-1
infamous,-0.4,-1
infant,0.15,1
infect,-0.65,-1
infected,-0.75,-1
infection,-0.75,-1
inferior,-0.65,-1
infest,-0.4,-1
infiltrate,-0.1,-1
inflame,-0.4,-1
inflate,-0.05,-1
inflated,-0.1,-1
inflexible,-0.4,-1
inflict,-0.35,-1
inflow,0.45,1
influence,0.3,1
influential,0.45,1
inforce,0,0
inform,0.4,1
information,0.2,1
informative,0.55,1
infraction,-0.55,-1
infrequent,-0.3,-1
infringe,-0.5,-1
infringement,-0.4,-1
infringer,-0.5,-1
infuriate,-0.5,-1
ingenious,0.7,1
ingenuity,0,0
ingrained,-0.15,-1
inheritance,0.65,1
inhibit,-0.2,-1
inhibitor,-0.25,-1
inhospitable,-0.5,-1
inimical,-0.65,-1
iniquitous,-0.55,-1
initiative,0.45,1
injunction,-0.25,-1
injunctive,-0.1,-1
injure,-0.8,-1
injured,-0.6,-1
injurious,-0.65,-1
injury,-0.4,-1
injustice,-0.65,-1
inky,-0.05,-1
inmate,-0.3,-1
innocent,0.4,1
innovate,0.55,1
innovation,0.65,1
innovative,0.65,1
innovativeness,0.8,1
innovator,0.55,1
innumerable,0.4,1
inordinate,-0.3,-1
inordinately,-0.15,-1
inquest,0,0
inquire,0.2,1
inquiry,0,0
insane,-0.55,-1
insatiable,-0.1,-1
insecure,-0.3,-1
insecurity,-0.5,-1
insensitive,-0.4,-1
insert,0,0
insidious,-0.75,-1
insight,0.6,1
insightful,0.7,1
insignificant,-0.45,-1
insinuate,0,0
insist,0,0
insistence,0,0
insistent,0.2,1
insofar,0,0
insolvency,-0.575,-1
insolvent,-0.3,-1
inspiration,0.5,1
inspirational,0.8,1
inspire,0.7,1
inspiring,0.65,1
instability,-0.6,-1
install,0,0
instant,0.2,1
instigate,-0.4,-1
instill,0.25,1
instinctive,0.25,1
insubordination,-0.55,-1
insufficiency,-0.7,-1
insufficient,-0.45,-1
insufficiently,-0.5,-1
insulate,0.3,1
insulated,0.15,1
insult,-0.7,-1
insurgent,-0.25,-1
insurmountable,-0.6,-1
insurrection,-0.45,-1
intact,0.45,1
intake,0.3,1
intangible,-0.25,-1
integration,0.5,1
integrity,0.65,1
intelligent,0.9,1
intense,-0.2,-1
intensify,0.35,1
intensity,0.1,1
intensive,0.3,1
interactive,0.55,1
intercontinental,0.3,1
interdependent,0,0
interesting,0.55,1
interfere,-0.45,-1
interference,-0.45,-1
interlocutory,0,0
interminable,-0.3,-1
intermittent,0,0
intermittently,0,0
internationalize,0.4,1
internationalized,0.2,1
interpose,0,0
interposition,0,0
interrelated,0.2,1
interrogate,-0.35,-1
interrogation,-0.3,-1
interrogator,-0.3,-1
interrogatory,-0.25,-1
interrupt,-0.3,-1
interruption,-0.5,-1
intertwine,0,0
intervene,-0.1,-1
intervention,0.4,1
intestacy,0,0
intestate,-0.05,-1
intimidate,-0.5,-1
intimidating,-0.4,-1
intimidation,-0.6,-1
intolerable,-0.6,-1
intoxicating,0.1,1
intractable,-0.35,-1
intransigent,-0.2,-1
intricacy,0.1,1
intrigue,0.4,1
intriguing,0.4,1
introduce,0.25,1
intrude,-0.55,-1
intrusion,-0.55,-1
intrusive,-0.45,-1
intuitive,0.5,1
inundate,-0.1,-1
invading,-0.4,-1
invalid,-0.55,-1
invalidate,-0.55,-1
invalidation,-0.35,-1
invalidity,-0.35,-1
invaluable,0.1,1
invasion,-0.4,-1
invasive,-0.5,-1
invent,0.3,1
invention,0.4,1
inventive,0.5,1
inventiveness,0.55,1
inventor,0.2,1
inversion,-0.1,-1
invert,0.1,1
invest,0.3,1
investigate,0,0
investigation,0,0
investigative,0.05,1
invigorate,0.8,1
invigorating,0.9,1
invincible,0.75,1
invite,0.35,1
invoke,-0.1,-1
involuntarily,-0.4,-1
involuntary,-0.5,-1
invulnerable,0.55,1
inward,0.5,1
iron,0.35,1
ironclad,0.2,1
irony,0,0
irrational,-0.45,-1
irreconcilable,-0.6,-1
irreconcilably,-0.6,-1
irrecoverable,-0.6,-1
irrecoverably,-0.55,-1
irregular,-0.5,-1
irregularity,-0.35,-1
irregularly,-0.25,-1
irrelevant,-0.35,-1
irreparable,-0.8,-1
irreparably,-0.65,-1
irreplaceable,0,0
irrepressible,-0.3,-1
irresistible,0.75,1
irresponsible,-0.7,-1
irreverent,-0.25,-1
irreversible,-0.35,-1
irrevocability,-0.35,-1
irrevocable,-0.4,-1
irrevocably,-0.3,-1
irritant,-0.4,-1
irritate,-0.6,-1
irritated,-0.4,-1
irritating,-0.65,-1
irritation,-0.5,-1
isolate,-0.35,-1
isolated,-0.5,-1
isolation,-0.25,-1
issuance,0.45,1
itch,0.1,1
itemized,0.4,1
iterate,0.05,1
itinerant,0,0
jackpot,0.75,1
jaded,-0.4,-1
jawbone,0,0
jeopardize,-0.55,-1
jeopardy,-0.7,-1
jettison,0,0
jewel,0.5,1
jingle,0,0
jitter,-0.3,-1
jittery,-0.3,-1
jobless,-0.85,-1
joblessness,-0.7,-1
jockey,0,0
joinder,0.25,1
jolt,0.05,1
jostle,-0.05,-1
joy,0.5,1
joyful,0.75,1
jubilant,0.6,1
judge,0,0
judicial,0,0
judicially,0,0
judiciary,0,0
judicious,0.45,1
juggernaut,0.5,1
juicy,0.4,1
jumble,0,0
jump,0.35,1
jumpstart,0.3,1
jumpy,-0.35,-1
juncture,0,0
junk,-0.35,-1
jurisdiction,0,0
jurisdictional,0,0
jurisprudence,0,0
jurist,0,0
juror,0,0
jury,0,0
juryman,0,0
justice,0.6,1
justifiable,0.35,1
justify,0.5,1
keen,0.35,1
kick,0,0
kickback,-0.3,-1
kickstart,0.3,1
kill,-0.7,-1
killer,-0.9,-1
killing,-1,-1
kilter,-0.2,-1
kindle,0.2,1
kindness,0.5,1
kink,-0.2,-1
kiss,0.2,1
knack,0.3,1
knee,0,0
knell,0,0
knit,0.05,1
know,0,0
knowingly,0,0
laborious,-0.25,-1
labyrinthine,-0.45,-1
lack,-0.4,-1
lackluster,-0.4,-1
ladder,0.05,1
lag,-0.25,-1
laggard,-0.6,-1
lambast,-0.4,-1
lambaste,-0.2,-1
lame,-0.55,-1
lament,-0.25,-1
lamentable,-0.55,-1
landless,-0.35,-1
landmark,0.4,1
landscaped,0.5,1
languid,-0.15,-1
languish,-0.4,-1
languishing,-0.3,-1
lap,0.1,1
lapse,-0.35,-1
largess,0.5,1
lash,-0.4,-1
last,0,0
lasting,0.55,1
latch,0.3,1
late,-0.3,-1
latent,0.1,1
laud,0.35,1
laugh,0.65,1
laughable,-0.35,-1
launch,0.3,1
launching,0.15,1
launder,-0.45,-1
lavish,0.35,1
lawful,0.4,1
lawfully,0.3,1
lawfulness,0.25,1
lawless,-0.55,-1
lawmaker,0,0
lawmaking,0.05,1
lawsuit,-0.4,-1
lawyer,0,0
lax,-0.25,-1
layoff,-0.8,-1
lazy,-0.8,-1
leader,0.6,1
leadership,0.7,1
leak,-0.35,-1
leakage,-0.7,-1
leaky,-0.35,-1
lean,-0.3,-1
leap,0.75,1
leapfrog,0.5,1
learn,0.35,1
learning,0.55,1
leech,-0.7,-1
leery,-0.55,-1
leeway,0.5,1
leftover,0.05,1
legal,0.05,1
legalese,0,0
legality,0,0
legalization,0,0
legalize,0.35,1
legally,0.1,1
legatee,0,0
legendary,0.6,1
legislate,0,0
legislation,0,0
legislative,0,0
legislatively,0,0
legislator,0,0
legislature,0,0
legit,0.5,1
legitimize,0.55,1
leisurely,0.2,1
lend,0.1,1
lengthen,0.3,1
lengthy,-0.05,-1
leniency,0.15,1
lenient,0.3,1
lens,0,0
lessen,0,0
lethal,-0.85,-1
lethargic,-0.35,-1
lethargy,-0.4,-1
leveraged,0.45,1
levity,0.3,1
levy,-0.2,-1
liable,-0.1,-1
liaison,0,0
libelous,-0.65,-1
liberalize,0.3,1
liberalized,0.35,1
liberate,0.5,1
liberty,0.3,1
licensable,0,0
license,0.15,1
licensing,0.1,1
lick,0,0
lie,-0.4,-1
lifeless,-0.85,-1
lifesaving,0.8,1
lift,0.35,1
lifting,0.45,1
lighten,0.25,1
likable,0.5,1
likelihood,0.15,1
limbo,-0.35,-1
limelight,0.5,1
limitation,-0.35,-1
limitless,0.55,1
linchpin,0.1,1
line,0,0
lineup,0.15,1
linger,0,0
linkage,0,0
liquefy,0,0
liquid,0.1,1
liquidate,-0.45,-1
liquidation,-0.45,-1
liquidator,0,0
listless,-0.45,-1
litigant,0,0
litigate,0,0
litigation,-0.1,-1
litigator,0,0
litigious,-0.3,-1
litigiousness,-0.15,-1
livable,0.5,1
live,0,0
lively,0.6,1
liven,0.3,1
load,0.1,1
loath,-0.3,-1
loathe,-0.55,-1
lobbying,0,0
local,0,0
localize,0.25,1
localized,0.1,1
locate,0,0
lock,-0.05,-1
lockout,-0.3,-1
lockstep,0,0
lofty,0.05,1
loggerhead,-0.3,-1
lonely,-0.65,-1
longer,-0.1,-1
longevity,0.7,1
look,0,0
lookout,0.05,1
loom,-0.45,-1
loophole,-0.15,-1
loose,-0.35,-1
loosen,-0.3,-1
loosening,-0.35,-1
loot,-0.5,-1
lopsided,-0.35,-1
lose,-0.5,-1
loser,-0.95,-1
loss,-0.75,-1
lot,0,0
loth,-0.4,-1
loud,0.4,1
louder,-0.1,-1
lousy,-0.7,-1
love,0.7,1
lovely,0.9,1
loving,0.55,1
lower,-0.25,-1
lowly,-0.4,-1
lowpaid,-0.5,-1
loyal,0.4,1
loyalty,0.8,1
luck,0.5,1
lucky,0.55,1
lucrative,0.7,1
ludicrous,-0.45,-1
lukewarm,-0.25,-1
luminary,0.55,1
lump,-0.15,-1
lumpy,-0.3,-1
lurch,-0.45,-1
lure,0,0
lurk,-0.4,-1
lush,0.35,1
luster,0.3,1
luxurious,0.8,1
luxury,0.55,1
machinery,0,0
macho,0.4,1
mad,-0.45,-1
maelstrom,-0.3,-1
magic,0.6,1
magical,0.5,1
magnificent,0.9,1
magnify,0.4,1
magnitude,0.35,1
maim,-0.5,-1
main,0,0
majestic,0.6,1
majeure,0,0
make,0,0
makeover,0.2,1
malfeasance,-0.8,-1
malfunction,-0.7,-1
malice,-0.75,-1
malicious,-0.9,-1
maliciously,-0.8,-1
malign,-0.7,-1
malpractice,-0.6,-1
manageable,0.4,1
mandate,0,0
mandatory,0,0
mangle,-0.6,-1
mania,-0.4,-1
manifest,0.5,1
manipulate,-0.55,-1
manipulation,-0.45,-1
manipulative,-0.5,-1
manner,0,0
many,0,0
marginal,0.25,1
marginalize,0,0
mark,0,0
markdown,0,0
marker,0.05,1
marketable,0.6,1
markup,-0.05,-1
marvel,0.35,1
marvelous,0.8,1
mask,-0.25,-1
masked,-0.25,-1
masquerade,-0.3,-1
mass,0,0
massacre,-0.6,-1
massive,0.3,1
masterful,0.8,1
masterly,0.55,1
masterpiece,0.75,1
matter,0,0
mature,0.7,1
maturity,0.5,1
maximize,0.6,1
may,0,0
maybe,0,0
meager,-0.2,-1
mean,0,0
meander,0,0
meaning,0.5,1
meantime,0,0
measly,-0.4,-1
measure,0,0
measured,0,0
mechanized,0,0
meddle,-0.4,-1
mediate,0,0
mediation,0,0
mediator,0,0
mediocre,-0.4,-1
mediocrity,-0.35,-1
medium,0,0
meet,0,0
melancholy,-0.15,-1
melodramatic,-0.55,-1
melt,-0.35,-1
meltdown,-0.8,-1
membership,0,0
memorable,0.55,1
memorandum,0.45,1
menacing,-0.5,-1
mend,0.4,1
menial,-0.2,-1
mercenary,-0.25,-1
merciless,-0.35,-1
mercurial,0,0
mercy,0,0
merge,0,0
merit,0.75,1
meritocratic,0,0
meritorious,0.75,1
merry,0.65,1
mess,-0.65,-1
messy,-0.4,-1
meticulous,0.65,1
mettle,0,0
middle,0,0
middling,0,0
midrange,0,0
midst,0,0
mighty,0.8,1
migrate,0,0
migration,0.2,1
mild,0.25,1
militancy,-0.4,-1
minded,0.35,1
mindful,0.45,1
mindless,-0.4,-1
mindset,0,0
minimal,-0.1,-1
minimize,0.05,1
minor,-0.1,-1
minuscule,-0.35,-1
miracle,0.7,1
miraculous,0.95,1
mirage,-0.45,-1
mired,-0.5,-1
mirror,0,0
misallocate,-0.45,-1
misapplication,-0.45,-1
misapply,-0.5,-1
misappropriate,-0.5,-1
misappropriation,-0.65,-1
misbehave,-0.6,-1
misbranded,-0.45,-1
miscalculate,-0.5,-1
miscalculation,-0.4,-1
mischaracterize,-0.35,-1
mischief,-0.45,-1
misclassification,-0.35,-1
misclassify,-0.4,-1
miscommunication,-0.65,-1
misconduct,-0.5,-1
misdated,-0.25,-1
misdeed,-0.5,-1
misdemeanor,-0.45,-1
misdirect,-0.5,-1
miserable,-0.6,-1
miserly,-0.45,-1
misery,-0.65,-1
misfeasance,-0.4,-1
misfire,-0.45,-1
misfortune,-0.45,-1
misgiving,-0.4,-1
mishandle,-0.5,-1
mishap,-0.5,-1
misinform,-0.4,-1
misinformation,-0.5,-1
misinterpret,-0.4,-1
misinterpretation,-0.45,-1
misjudge,-0.3,-1
misjudgment,-0.4,-1
mislabel,-0.3,-1
mislead,-0.7,-1
misleadingly,-0.4,-1
mismanage,-0.4,-1
mismanaged,-0.8,-1
mismanagement,-0.5,-1
mismatch,-0.3,-1
misperceive,-0.4,-1
misplace,-0.4,-1
misprice,-0.35,-1
mispricing,-0.45,-1
misread,-0.4,-1
misreport,-0.45,-1
misrepresent,-0.6,-1
misrepresentation,-0.5,-1
miss,-0.25,-1
misstate,-0.4,-1
misstatement,-0.4,-1
misstep,-0.3,-1
mistake,-0.35,-1
mistakenly,-0.35,-1
mistreat,-0.55,-1
mistrial,-0.3,-1
mistrust,-0.65,-1
misunderstand,-0.45,-1
misuse,-0.4,-1
mitigate,0.05,1
mix,0,0
moan,-0.45,-1
mobile,0,0
mobilize,0.55,1
mock,-0.45,-1
mode,0,0
model,0,0
moderate,0,0
modern,0.15,1
modernisation,0.4,1
modernization,0.3,1
modernize,0.5,1
modernized,0.25,1
modicum,0.25,1
modification,0.15,1
modulate,0.4,1
mollify,0.05,1
moment,0,0
momentous,0.5,1
momentum,0.4,1
monetise,0.15,1
monetize,0.25,1
moneymaking,0.45,1
monitoring,0,0
monopolist,-0.6,-1
monopolistic,-0.6,-1
monopolization,-0.7,-1
monopolize,-0.4,-1
monopoly,-0.45,-1
monster,-0.45,-1
monstrous,-0.45,-1
month,0,0
monthly,0,0
monumental,0.45,1
mood,0,0
moody,-0.35,-1
moot,-0.4,-1
moral,0.35,1
morass,-0.35,-1
moratorium,-0.05,-1
moreover,0,0
moribund,-0.4,-1
morning,0,0
mortal,0,0
mothball,0,0
motion,0.1,1
motivate,0.6,1
motivated,0.8,1
motivation,0.55,1
motley,0,0
motor,0,0
mound,-0.15,-1
mount,0.3,1
mover,0,0
muck,-0.4,-1
mucky,-0.3,-1
mud,-0.35,-1
muddle,-0.35,-1
muddled,-0.25,-1
muddy,-0.4,-1
mull,0,0
multiply,0.5,1
mummified,-0.25,-1
munch,0,0
mundane,-0.25,-1
murder,-1,-1
murky,-0.7,-1
muse,0.35,1
muster,0,0
mutandis,0,0
mutate,0,0
mute,-0.25,-1
muted,-0.25,-1
mutilate,-0.7,-1
myopic,-0.1,-1
myriad,0.5,1
mysterious,0,0
mystery,0.15,1
mystique,0.6,1
myth,-0.05,-1
nab,0,0
nadir,-0.5,-1
nag,-0.5,-1
nagging,-0.4,-1
nail,0.2,1
naive,-0.4,-1
name,0,0
nameless,-0.3,-1
narrow,-0.2,-1
narrowing,-0.4,-1
nascent,0.15,1
nasty,-0.75,-1
nation,0,0
national,0,0
naughty,-0.4,-1
near,0,0
nearly,0,0
neat,0.6,1
nebulous,-0.3,-1
necessitate,0.15,1
need,0,0
needless,-0.35,-1
needy,-0.2,-1
nefarious,-0.4,-1
negate,-0.35,-1
negative,-0.55,-1
neglect,-0.5,-1
neglectful,-0.6,-1
negligence,-0.7,-1
negligences,-0.6,-1
negligent,-0.8,-1
negligently,-0.6,-1
negligible,-0.4,-1
negotiable,0.45,1
negotiate,0.5,1
negotiating,0.45,1
negotiation,0.5,1
nerve,0,0
nervous,-0.35,-1
nervousness,-0.4,-1
nervy,-0.4,-1
nestle,0,0
neurotic,-0.4,-1
neutral,0,0
neutrality,0,0
neutralize,0,0
news,0,0
next,0,0
nice,0.35,1
nifty,0.55,1
nightmare,-0.8,-1
nil,-0.15,-1
nimble,0.3,1
nip,-0.05,-1
noble,0.6,1
noise,-0.25,-1
noisy,-0.35,-1
non-performing,-0.35,-1
noncompete,-0.05,-1
noncompetitive,-0.15,-1
noncompliance,-0.4,-1
noncompliant,-0.6,-1
noncomplying,-0.4,-1
nonconforming,-0.3,-1
nonconformity,-0.15,-1
noncontributory,-0.4,-1
nondisclosure,0,0
nondurable,-0.35,-1
nonfeasance,-0.75,-1
nonfunctional,-0.7,-1
nonjudicial,0,0
nonjudicially,-0.35,-1
